chain,category_clean,item_name,serve_size,serve_size_unit,calories_kcal,total_fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,dietary_fiber_g,sugars_g,protein_g,calories_kcal_norm,total_fat_norm,saturated_fat_norm,trans_fat_norm,cholesterol_norm,sodium_norm,carbohydrates_norm,dietary_fiber_norm,sugars_norm,protein_norm
burger_king,burger,Extra Long Cheeseburger,226.0,g,630,37.0,14.0,1.5,100.0,1050.0,45.0,2.0,9.0,29.0,278.76,16.37,6.19,0.66,44.25,464.6,19.91,0.88,3.98,12.83
burger_king,burger,Bacon Cheeseburger,118.0,g,320,16.0,7.0,0.5,55.0,710.0,27.0,1.0,7.0,17.0,271.19,13.56,5.93,0.42,46.61,601.69,22.88,0.85,5.93,14.41
burger_king,burger,Bacon Double Cheeseburger,155.0,g,420,24.0,10.0,1.5,90.0,740.0,27.0,1.0,7.0,25.0,270.97,15.48,6.45,0.97,58.06,477.42,17.42,0.65,4.52,16.13
burger_king,burger,Crispy Chicken Sandwich,228.0,g,670,41.0,7.0,0.0,60.0,1080.0,54.0,2.0,8.0,23.0,293.86,17.98,3.07,0.0,26.32,473.68,23.68,0.88,3.51,10.09
burger_king,burger,Spicy Crispy Chicken Sandwich,242.0,g,700,42.0,7.0,0.0,65.0,1140.0,57.0,3.0,8.0,25.0,289.26,17.36,2.89,0.0,26.86,471.07,23.55,1.24,3.31,10.33
burger_king,burger,Original Chicken Sandwich,219.0,g,660,40.0,7.0,0.0,75.0,1170.0,48.0,2.0,5.0,28.0,301.37,18.26,3.2,0.0,34.25,534.25,21.92,0.91,2.28,12.79
burger_king,burger,Bacon & Cheese Crispy Chicken Sandwich,262.0,g,800,52.0,13.0,1.0,95.0,1650.0,55.0,2.0,8.0,30.0,305.34,19.85,4.96,0.38,36.26,629.77,20.99,0.76,3.05,11.45
burger_king,burger,BBQ Bacon Crispy Chicken Sandwich,249.0,g,790,49.0,10.0,0.5,80.0,1630.0,60.0,2.0,13.0,28.0,317.27,19.68,4.02,0.2,32.13,654.62,24.1,0.8,5.22,11.24
burger_king,burger,Crispy Chicken Jr.,142.0,g,450,30.0,5.0,0.0,30.0,780.0,34.0,2.0,5.0,12.0,316.9,21.13,3.52,0.0,21.13,549.3,23.94,1.41,3.52,8.45
burger_king,burger,Spicy Crispy Chicken Jr.,142.0,g,390,21.0,3.5,0.0,30.0,740.0,37.0,2.0,6.0,12.0,274.65,14.79,2.46,0.0,21.13,521.13,26.06,1.41,4.23,8.45
burger_king,burger,Chicken Nuggets- 4pc,58.0,g,170,11.0,1.5,0.0,25.0,310.0,11.0,1.0,0.0,8.0,293.1,18.97,2.59,0.0,43.1,534.48,18.97,1.72,0.0,13.79
burger_king,burger,Chicken Nuggets- 6pc,88.0,g,260,16.0,2.5,0.0,35.0,470.0,16.0,1.0,0.0,12.0,295.45,18.18,2.84,0.0,39.77,534.09,18.18,1.14,0.0,13.64
burger_king,burger,Chicken Nuggets- 10pc,146.0,g,430,27.0,4.5,0.0,55.0,780.0,27.0,2.0,0.0,20.0,294.52,18.49,3.08,0.0,37.67,534.25,18.49,1.37,0.0,13.7
burger_king,burger,Chicken Nuggets- 20pc,292.0,g,860,54.0,9.0,0.0,115.0,1570.0,53.0,3.0,1.0,39.0,294.52,18.49,3.08,0.0,39.38,537.67,18.15,1.03,0.34,13.36
burger_king,burger,Spicy Chicken Nuggets- 4pc,66.0,g,210,15.0,3.0,0.0,20.0,570.0,11.0,2.0,0.0,8.0,318.18,22.73,4.55,0.0,30.3,863.64,16.67,3.03,0.0,12.12
burger_king,burger,Spicy Chicken Nuggets- 6pc,99.0,g,320,22.0,4.5,0.0,35.0,850.0,17.0,3.0,0.0,12.0,323.23,22.22,4.55,0.0,35.35,858.59,17.17,3.03,0.0,12.12
burger_king,burger,Spicy Chicken Nuggets- 10 pc,165.0,g,530,37.0,7.0,0.0,55.0,1420.0,28.0,4.0,1.0,20.0,321.21,22.42,4.24,0.0,33.33,860.61,16.97,2.42,0.61,12.12
burger_king,burger,Spicy Chicken Nuggets- 20 pc,330.0,g,1050,74.0,15.0,0.0,110.0,2840.0,56.0,9.0,1.0,40.0,318.18,22.42,4.55,0.0,33.33,860.61,16.97,2.73,0.3,12.12
burger_king,burger,Chicken Fries - 9 pc.,91.0,g,280,17.0,2.5,0.0,35.0,850.0,20.0,1.0,1.0,13.0,307.69,18.68,2.75,0.0,38.46,934.07,21.98,1.1,1.1,14.29
burger_king,burger,Crispy Taco,76.0,g,170,9.0,3.0,0.0,10.0,410.0,19.0,2.0,1.0,5.0,223.68,11.84,3.95,0.0,13.16,539.47,25.0,2.63,1.32,6.58
burger_king,burger,BIG FISH™ Sandwich,188.0,g,510,28.0,4.5,0.0,30.0,1180.0,51.0,2.0,7.0,16.0,271.28,14.89,2.39,0.0,15.96,627.66,27.13,1.06,3.72,8.51
burger_king,salad,Garden Chicken Salad with Crispy Chicken - no dressing,287.0,g,440,25.0,7.0,0.0,75.0,930.0,31.0,3.0,4.0,25.0,153.31,8.71,2.44,0.0,26.13,324.04,10.8,1.05,1.39,8.71
burger_king,salad,Club Salad with Crispy Chicken - no dressing,308.0,g,540,33.0,10.0,0.0,95.0,1380.0,31.0,3.0,5.0,31.0,175.32,10.71,3.25,0.0,30.84,448.05,10.06,0.97,1.62,10.06
burger_king,salad,Garden Side Salad - w/o dressing,99.0,g,60,4.0,2.5,0.0,10.0,95.0,3.0,1.0,2.0,4.0,60.61,4.04,2.53,0.0,10.1,95.96,3.03,1.01,2.02,4.04
burger_king,sauce,Ken's Ranch Dressing,43.0,g,260,28.0,4.0,0.0,10.0,240.0,2.0,0.0,2.0,1.0,604.65,65.12,9.3,0.0,23.26,558.14,4.65,0.0,4.65,2.33
burger_king,sauce,Ken's Golden Italian Dressing,43.0,g,160,17.0,2.5,0.0,0.0,380.0,4.0,0.0,3.0,0.0,372.09,39.53,5.81,0.0,0.0,883.72,9.3,0.0,6.98,0.0
burger_king,sauce,Ken's Lite Honey Balsamic Vinaigrette,43.0,g,120,8.0,1.0,0.0,0.0,220.0,14.0,0.0,11.0,0.0,279.07,18.6,2.33,0.0,0.0,511.63,32.56,0.0,25.58,0.0
burger_king,extra,Buttery Garlic Croutons- Packet,14.0,g,60,2.5,0.0,0.0,10.0,180.0,9.0,0.0,1.0,1.0,428.57,17.86,0.0,0.0,71.43,1285.71,64.29,0.0,7.14,7.14
burger_king,burger,Onion Rings - value,43.0,g,150,8.0,1.5,0.0,0.0,400.0,19.0,1.0,2.0,1.0,348.84,18.6,3.49,0.0,0.0,930.23,44.19,2.33,4.65,2.33
burger_king,burger,Onion Rings - small,91.0,g,320,16.0,3.0,0.0,0.0,840.0,41.0,3.0,4.0,3.0,351.65,17.58,3.3,0.0,0.0,923.08,45.05,3.3,4.4,3.3
burger_king,burger,Onion Rings - medium,117.0,g,410,21.0,3.5,0.0,0.0,1080.0,53.0,4.0,5.0,4.0,350.43,17.95,2.99,0.0,0.0,923.08,45.3,3.42,4.27,3.42
burger_king,burger,Onion Rings - large,142.0,g,500,25.0,4.5,0.0,0.0,1310.0,64.0,5.0,7.0,5.0,352.11,17.61,3.17,0.0,0.0,922.54,45.07,3.52,4.93,3.52
burger_king,burger,French Fries - value (unsalted),89.0,g,220,9.0,1.5,0.0,0.0,210.0,34.0,3.0,1.0,2.0,247.19,10.11,1.69,0.0,0.0,235.96,38.2,3.37,1.12,2.25
burger_king,burger,French Fries - small (unsalted),128.0,g,320,13.0,2.0,0.0,0.0,300.0,49.0,5.0,1.0,4.0,250.0,10.16,1.56,0.0,0.0,234.38,38.28,3.91,0.78,3.12
burger_king,burger,French Fries - medium (unsalted),153.0,g,380,16.0,2.0,0.0,0.0,360.0,58.0,6.0,1.0,4.0,248.37,10.46,1.31,0.0,0.0,235.29,37.91,3.92,0.65,2.61
burger_king,burger,French Fries - large (unsalted),173.0,g,430,18.0,2.5,0.0,0.0,410.0,66.0,7.0,2.0,5.0,248.55,10.4,1.45,0.0,0.0,236.99,38.15,4.05,1.16,2.89
burger_king,kids_menu,Kids Oatmeal,167.0,g,170,3.0,1.5,0.0,5.0,260.0,32.0,3.0,12.0,4.0,101.8,1.8,0.9,0.0,2.99,155.69,19.16,1.8,7.19,2.4
burger_king,kids_menu,Chicken Nuggets- 4pc,58.0,g,170,11.0,1.5,0.0,25.0,310.0,11.0,1.0,0.0,8.0,293.1,18.97,2.59,0.0,43.1,534.48,18.97,1.72,0.0,13.79
burger_king,kids_menu,Chicken Nuggets- 6pc,88.0,g,260,16.0,2.5,0.0,35.0,470.0,16.0,1.0,0.0,12.0,295.45,18.18,2.84,0.0,39.77,534.09,18.18,1.14,0.0,13.64
burger_king,kids_menu,Hamburger,99.0,g,240,10.0,3.5,0.5,35.0,380.0,26.0,1.0,6.0,13.0,242.42,10.1,3.54,0.51,35.35,383.84,26.26,1.01,6.06,13.13
burger_king,kids_menu,Cheeseburger,111.0,g,280,13.0,6.0,0.5,45.0,560.0,27.0,1.0,7.0,15.0,252.25,11.71,5.41,0.45,40.54,504.5,24.32,0.9,6.31,13.51
burger_king,kids_menu,Mott's® Natural Applesauce,111.0,g,50,0.0,0.0,0.0,0.0,0.0,13.0,1.0,11.0,0.0,45.05,0.0,0.0,0.0,0.0,0.0,11.71,0.9,9.91,0.0
burger_king,kids_menu,PB&J Jamwich,79.0,g,300,16.0,3.0,0.0,0.0,290.0,33.0,4.0,11.0,11.0,379.75,20.25,3.8,0.0,0.0,367.09,41.77,5.06,13.92,13.92
burger_king,kids_menu,Soft Serve Cone,120.0,g,190,4.5,3.0,0.0,20.0,150.0,32.0,0.0,24.0,5.0,158.33,3.75,2.5,0.0,16.67,125.0,26.67,0.0,20.0,4.17
burger_king,kids_menu,Dutch Apple Pie,107.0,g,340,14.0,6.0,0.0,0.0,310.0,51.0,1.0,25.0,3.0,317.76,13.08,5.61,0.0,0.0,289.72,47.66,0.93,23.36,2.8
burger_king,kids_menu,HERSHEY®'S Sundae Pie,79.0,g,310,19.0,12.0,0.0,10.0,220.0,32.0,1.0,22.0,3.0,392.41,24.05,15.19,0.0,12.66,278.48,40.51,1.27,27.85,3.8
burger_king,kids_menu,Pie made with TWIX®,102.0,g,370,20.0,13.0,0.0,10.0,330.0,45.0,1.0,30.0,4.0,362.75,19.61,12.75,0.0,9.8,323.53,44.12,0.98,29.41,3.92
burger_king,kids_menu,OREO® Cookie Cheesecake,92.0,g,350,18.0,8.0,0.0,35.0,310.0,41.0,1.0,25.0,6.0,380.43,19.57,8.7,0.0,38.04,336.96,44.57,1.09,27.17,6.52
burger_king,kids_menu,Soft Serve Cone,120.0,g,190,4.5,3.0,0.0,20.0,150.0,32.0,0.0,24.0,5.0,158.33,3.75,2.5,0.0,16.67,125.0,26.67,0.0,20.0,4.17
burger_king,kids_menu,Soft Serve Cup,115.0,g,170,4.5,3.0,0.0,20.0,150.0,28.0,0.0,24.0,5.0,147.83,3.91,2.61,0.0,17.39,130.43,24.35,0.0,20.87,4.35
burger_king,kids_menu,HERSHEY®'s Chocolate Sundae,149.0,g,260,5.0,3.0,0.0,20.0,160.0,49.0,1.0,43.0,5.0,174.5,3.36,2.01,0.0,13.42,107.38,32.89,0.67,28.86,3.36
burger_king,kids_menu,Caramel Sundae,137.0,g,240,5.0,3.5,0.0,20.0,210.0,42.0,0.0,33.0,5.0,175.18,3.65,2.55,0.0,14.6,153.28,30.66,0.0,24.09,3.65
burger_king,kids_menu,Chocolate Chip Cookies (each),38.0,g,160,8.0,4.0,0.0,10.0,125.0,24.0,1.0,15.0,2.0,421.05,21.05,10.53,0.0,26.32,328.95,63.16,2.63,39.47,5.26
burger_king,breakfast,CROISSAN'WICH® Egg & Cheese,125.0,g,340,18.0,8.0,0.0,160.0,610.0,29.0,1.0,4.0,12.0,272.0,14.4,6.4,0.0,128.0,488.0,23.2,0.8,3.2,9.6
burger_king,breakfast,"CROISSAN'WICH® Sausage, Egg & Cheese",169.0,g,500,33.0,13.0,0.0,195.0,930.0,30.0,1.0,4.0,19.0,295.86,19.53,7.69,0.0,115.38,550.3,17.75,0.59,2.37,11.24
burger_king,breakfast,"CROISSAN'WICH® Ham, Egg & Cheese",156.0,g,370,19.0,8.0,0.0,175.0,1030.0,30.0,1.0,5.0,17.0,237.18,12.18,5.13,0.0,112.18,660.26,19.23,0.64,3.21,10.9
burger_king,breakfast,"CROISSAN'WICH® Bacon, Egg & Cheese",132.0,g,370,21.0,9.0,0.0,170.0,760.0,30.0,1.0,4.0,14.0,280.3,15.91,6.82,0.0,128.79,575.76,22.73,0.76,3.03,10.61
burger_king,breakfast,Fully Loaded CROISSAN'WICH®,218.0,g,610,40.0,17.0,0.5,225.0,1680.0,31.0,1.0,5.0,28.0,279.82,18.35,7.8,0.23,103.21,770.64,14.22,0.46,2.29,12.84
burger_king,breakfast,Double CROISSAN'WICH® with Sausage & Bacon,187.0,g,580,40.0,16.0,0.5,215.0,1260.0,31.0,1.0,5.0,23.0,310.16,21.39,8.56,0.27,114.97,673.8,16.58,0.53,2.67,12.3
burger_king,breakfast,Double CROISSAN'WICH® with Sausage,224.0,g,710,52.0,20.0,0.5,240.0,1420.0,31.0,1.0,5.0,29.0,316.96,23.21,8.93,0.22,107.14,633.93,13.84,0.45,2.23,12.95
burger_king,breakfast,Double CROISSAN'WICH® with Ham & Sausage,211.0,g,580,38.0,16.0,0.5,220.0,1530.0,31.0,1.0,5.0,27.0,274.88,18.01,7.58,0.24,104.27,725.12,14.69,0.47,2.37,12.8
burger_king,breakfast,Fully Loaded Biscuit,238.0,g,640,45.0,20.0,0.0,225.0,2190.0,31.0,1.0,4.0,28.0,268.91,18.91,8.4,0.0,94.54,920.17,13.03,0.42,1.68,11.76
burger_king,breakfast,"Ham, Egg, & Cheese Biscuit",176.0,g,400,24.0,12.0,0.0,175.0,1550.0,29.0,1.0,3.0,17.0,227.27,13.64,6.82,0.0,99.43,880.68,16.48,0.57,1.7,9.66
burger_king,breakfast,"Sausage, Egg, & Cheese Biscuit",189.0,g,530,38.0,17.0,0.0,195.0,1440.0,29.0,1.0,3.0,19.0,280.42,20.11,8.99,0.0,103.17,761.9,15.34,0.53,1.59,10.05
burger_king,breakfast,"Bacon, Egg & Cheese Biscuit",152.0,g,400,26.0,13.0,0.0,170.0,1270.0,29.0,1.0,3.0,13.0,263.16,17.11,8.55,0.0,111.84,835.53,19.08,0.66,1.97,8.55
burger_king,breakfast,Sausage Biscuit,121.0,g,420,28.0,6.0,0.0,35.0,1050.0,28.0,1.0,2.0,12.0,347.11,23.14,4.96,0.0,28.93,867.77,23.14,0.83,1.65,9.92
burger_king,breakfast,Breakfast Burrito Jr.,143.0,g,370,23.0,8.0,0.0,150.0,930.0,27.0,3.0,2.0,15.0,258.74,16.08,5.59,0.0,104.9,650.35,18.88,2.1,1.4,10.49
burger_king,breakfast,EGG-NORMOUS BURRITO™,310.0,g,780,42.0,15.0,0.0,355.0,1960.0,68.0,3.0,4.0,32.0,251.61,13.55,4.84,0.0,114.52,632.26,21.94,0.97,1.29,10.32
burger_king,breakfast,BK™ Ultimate Breakfast Platter,390.0,g,930,44.0,11.0,0.0,390.0,2230.0,110.0,4.0,40.0,24.0,238.46,11.28,2.82,0.0,100.0,571.79,28.21,1.03,10.26,6.15
burger_king,breakfast,NY Ultimate Platter (Regional menu item),400.0,g,900,46.0,12.0,0.0,380.0,1760.0,95.0,5.0,31.0,25.0,225.0,11.5,3.0,0.0,95.0,440.0,23.75,1.25,7.75,6.25
burger_king,breakfast,Pancake and Sausage platter,217.0,g,610,31.0,9.0,0.0,80.0,1010.0,72.0,1.0,30.0,12.0,281.11,14.29,4.15,0.0,36.87,465.44,33.18,0.46,13.82,5.53
burger_king,breakfast,Hash Browns - small,84.0,g,250,16.0,3.5,0.0,0.0,580.0,24.0,3.0,0.0,2.0,297.62,19.05,4.17,0.0,0.0,690.48,28.57,3.57,0.0,2.38
burger_king,breakfast,Hash Browns - medium,169.0,g,500,33.0,7.0,0.0,0.0,1140.0,48.0,7.0,0.0,4.0,295.86,19.53,4.14,0.0,0.0,674.56,28.4,4.14,0.0,2.37
burger_king,breakfast,Hash Browns - large,225.0,g,670,44.0,9.0,0.0,0.0,1530.0,65.0,9.0,0.0,5.0,297.78,19.56,4.0,0.0,0.0,680.0,28.89,4.0,0.0,2.22
burger_king,breakfast,French Toast Sticks (3 piece),65.0,g,230,11.0,2.0,0.0,0.0,260.0,29.0,1.0,8.0,3.0,353.85,16.92,3.08,0.0,0.0,400.0,44.62,1.54,12.31,4.62
burger_king,breakfast,French Toast Sticks (5 piece),109.0,g,380,18.0,3.0,0.0,0.0,430.0,49.0,2.0,13.0,5.0,348.62,16.51,2.75,0.0,0.0,394.5,44.95,1.83,11.93,4.59
burger_king,breakfast,American Cheese (slice),11.0,g,40,3.5,2.0,0.0,10.0,180.0,1.0,0.0,0.0,2.0,363.64,31.82,18.18,0.0,90.91,1636.36,9.09,0.0,0.0,18.18
burger_king,breakfast,Ketchup (Packet),10.0,g,10,0.0,0.0,0.0,0.0,125.0,3.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,1250.0,30.0,0.0,20.0,0.0
burger_king,breakfast,Mayonnaise (Packet),12.0,g,80,9.0,0.5,0.0,10.0,75.0,1.0,0.0,0.0,0.0,666.67,75.0,4.17,0.0,83.33,625.0,8.33,0.0,0.0,0.0
burger_king,breakfast,Strawberry or Grape Jam (packet),12.0,g,30,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,58.33,0.0,50.0,0.0
burger_king,breakfast,Breakfast Syrup (1 oz),41.0,g,120,0.0,0.0,0.0,0.0,15.0,30.0,0.0,18.0,0.0,292.68,0.0,0.0,0.0,0.0,36.59,73.17,0.0,43.9,0.0
burger_king,breakfast,Barbecue Dipping Sauce (1 oz),28.0,g,40,0.0,0.0,0.0,0.0,310.0,11.0,0.0,10.0,0.0,142.86,0.0,0.0,0.0,0.0,1107.14,39.29,0.0,35.71,0.0
burger_king,breakfast,Ranch Dipping Sauce (1 oz),28.0,g,140,15.0,2.5,0.0,10.0,85.0,1.0,0.0,1.0,1.0,500.0,53.57,8.93,0.0,35.71,303.57,3.57,0.0,3.57,3.57
burger_king,breakfast,Buffalo Dipping Sauce (1 oz),28.0,g,80,8.0,1.5,0.0,5.0,360.0,2.0,0.0,1.0,0.0,285.71,28.57,5.36,0.0,17.86,1285.71,7.14,0.0,3.57,0.0
burger_king,breakfast,Zesty Onion Ring Dipping Sauce (1 oz),28.0,g,150,15.0,2.5,0.0,20.0,240.0,3.0,0.0,0.0,0.0,535.71,53.57,8.93,0.0,71.43,857.14,10.71,0.0,0.0,0.0
burger_king,breakfast,Honey Mustard Dipping Sauce (1oz),28.0,g,90,6.0,1.0,0.0,10.0,180.0,8.0,0.0,7.0,0.0,321.43,21.43,3.57,0.0,35.71,642.86,28.57,0.0,25.0,0.0
McDondalds,beverage,Coca-Cola Classic (Small),454.61,ml,140,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,0.0,30.8,0.0,0.0,0.0,0.0,0.0,8.58,0.0,8.58,0.0
McDondalds,beverage,Coca-Cola Classic (Medium),596.67,ml,200,0.0,0.0,0.0,0.0,5.0,55.0,0.0,55.0,0.0,33.52,0.0,0.0,0.0,0.0,0.84,9.22,0.0,9.22,0.0
McDondalds,beverage,Coca-Cola Classic (Large),852.39,ml,280,0.0,0.0,0.0,0.0,5.0,76.0,0.0,76.0,0.0,32.85,0.0,0.0,0.0,0.0,0.59,8.92,0.0,8.92,0.0
McDondalds,beverage,Coca-Cola Classic (Child),340.96,ml,100,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,29.33,0.0,0.0,0.0,0.0,0.0,8.21,0.0,8.21,0.0
McDondalds,beverage,Diet Coke (Small),454.61,ml,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0
